,speaker,text,segment,number_of_letters,number_of_words,speaker_type,speech_order,tape,network,show,show_date
0,"SEAN HANNITY, HOST"," And welcome to ""Hannity."" Newt Gingrich, Ollie North, Geraldo River will all join us tonight. But first, the Trump administration kicks off a very important week on foreign policy. Russia and Iran are both warning the United States that after last week's Tomahawk missile strike in Syria and after calling out the Russians over the Syria chemical weapons attack, Secretary of State Rex Tillerson gets ready to head to Moscow in what is shaping up to be a major showdown. Plus, in response to North Korea and their aggression, the U.S. Navy has sent a strike group to the region to show major force on our part. Joining us now in Turkey with the very latest on the situation there in Syria is Benjamin Hall -- Benjamin.",1,719.0,128.0,host,1.0,0,Fox News,Hannity,2017-04-10
1,"BENJAMIN HALL, FOX NEWS CORRESPONDENT"," Sean, among the Syrians we've spoken to here, there is an overwhelming sense of gratitude both towards President Trump and the U.S. administration. But it is always tinged with a sense that maybe not enough has been done, and they point to the fact that Syrian jets have continued to bomb the very town that was gassed just last week.  Over the weekend, the Russians release video of the Shattayat (ph) airbase which was hit by the Tomahawks as if it were back in order. But today, Sean Spicer said that was merely a stunt and that 20 percent of the Syrian air force had, in fact, been destroyed.  Fox News has also spoken to survivors of the chemical attack, reunited with surviving family members. Still traumatized, they shared not only the horrors they saw as babies choked in front of them, but also their hopes for the future.",1,833.0,152.0,guest,2.0,0,Fox News,Hannity,2017-04-10
2,,(BEGIN VIDEO CLIP),1,,,,,0,Fox News,Hannity,2017-04-10
3,UNIDENTIFIED MALE (through translator), We hope that American strikes will continue on other airbases that are being used by Assad to kill civilians and to put pressure on Russia and Iran to stop supporting him.,1,172.0,32.0,guest,3.0,1,Fox News,Hannity,2017-04-10
4,,(END VIDEO CLIP),1,,,,,1,Fox News,Hannity,2017-04-10
5,HALL," The Tomahawk strikes, though, made Iran and Russia very angry. They do not want to see another sheriff on the block. And President Rouhani of Iran said any more strikes like this would be considered a red line for them, and next time, they would retaliate. Meanwhile, images today emerged of the 75th Ranger regiment deployed in northern Syria, a spokesperson for the U.S.-led coalition saying that they were sent there to deter any possible new aggression and ensure that all parties remain focused on delivering that lasting defeat to ISIS. And certainly, President Assad and his allies, Russia and Iran, are posturing. They're pretending that nothing has changed here, but nothing everything has changed. And Trump's actions have meant that the very tempo of this conflict on the ground is different. And of course, as far as leverage goes, that will be all important as Secretary Tillerson goes in to meet President Putin this week -- Sean.",1,945.0,159.0,guest,4.0,0,Fox News,Hannity,2017-04-10
6,HANNITY," All right, Benjamin in Turkey tonight, thank you, sir. And as tensions mount between the U.S. and Russia, the secretary of state, Rex Tillerson, is now scheduled to arrive in Moscow tomorrow.  Joining us now with more on Secretary Tillerson's trip is Rich Edson. He is in Moscow tonight -- Rich.",1,296.0,53.0,host,5.0,0,Fox News,Hannity,2017-04-10
7,"RICK EDSON, FOX NEWS CORRESPONDENT"," Good evening, Sean. Following a week of some of the most escalated rhetoric between the United States and Russia, Secretary of State Rex Tillerson will arrive tomorrow here to Moscow. The secretary has contended that Russia is either complicit or incompetent for failing to either secure or destroy all of Syria's chemical weapons. And earlier today, the White House continued condemning Russia.",1,396.0,63.0,guest,6.0,0,Fox News,Hannity,2017-04-10
8,,(BEGIN VIDEO CLIP),1,,,,,0,Fox News,Hannity,2017-04-10
9,"SEAN SPICER, WHITE HOUSE PRESS SECRETARY"," If you look at the countries that are with us, it speaks pretty loudly, the number of countries that have stood shoulder to shoulder with this president. Russia, on the other hand, stands with Syria, North Korea and Iran. I think when you contrast the two groups of countries, sets (ph), it's pretty clear that we're on the right side of this issue.",1,350.0,64.0,guest,7.0,1,Fox News,Hannity,2017-04-10
10,,(END VIDEO CLIP),1,,,,,1,Fox News,Hannity,2017-04-10
11,EDSON," The White House says if it see that type of attack in Syria again, it holds open the possibility of further U.S. action, this as the Russian government in turn is condemning the United States for the attack last week on Syria, calling it a violation of international law. In a teleconference this morning, Kremlin spokesman Dmitry Peskov said, quote, ""The U.S. side thus has demonstrated a complete reluctance to somehow cooperate on Syria and take into account each other's interests and concerns."" The Russian government says it could partner with the United States to fight terrorism, though (ph) said the United States is diminishing those chances with anti-Russian rhetoric coming out of Washington. The secretary of state is scheduled to meet with foreign minister Sergey Lavrov here in Moscow Wednesday. A senior U.S. State Department official says that Secretary Tillerson would meet with President Putin, if he were invited. The Kremlin said earlier today no such meeting is on the schedule -- Sean.",1,1009.0,165.0,guest,8.0,0,Fox News,Hannity,2017-04-10
12,HANNITY," All right, Rich Edson in Moscow tonight, thank you.  And yesterday, amid escalating tensions surrounding North Korea, a U.S. Navy carrier strike group has been sent to that region. Now, with more on that is our own Jennifer Griffin -- Jennifer.",1,245.0,43.0,host,9.0,0,Fox News,Hannity,2017-04-10
13,"JENNIFER GRIFFIN, FOX NEWS CORRESPONDENT"," Sean, we're told the USS Carl Vinson will not be near Korea before April 24th. The president ordered the aircraft carrier group to reverse course and head to South Korea after meeting the Chinese president, but it's not clear that this show of force has any real teeth behind it.  On board the USS Carl Vinson are fighter jets, but they would pose little threat to North Korea's air defense systems. Remember, the U.S. has 33,000 American troops in South Korea, and North Korea has artillery trained on U.S. positions and South Korea's capital with its population of 25 million people. They are all within easy striking distance of North Korean missiles. The USS Navy cruiser and Navy destroyers traveling with the Vinson are capable of launching Tomahawk cruise missiles similar to the ones fired into Syria last week. Those could easily strike North Korea's ballistic missile launch pads, or take out the sites associated with Kim Jong-un's nuclear program. But the question is, what would come next. Military experts tell me this is not Syria. The White House is concerned that Kim Jong-un plans more missile tests to coincide with the upcoming anniversaries marking the birthday of his grandfather and the founding of the communist state's army, April 15th and 25th respectively. The Pentagon also sees signs the rogue communist regime is preparing another nuclear test. It carried out two just last year. It's important to remember, Sean, that the U.S. Navy always has one boomer (ph) or ballistic missile submarine on alert in the western Pacific. There is a great concern -- a deal of concern here at the Pentagon that North Korea may soon have a intercontinental ballistic missile that could reach the U.S., Sean.",1,1722.0,290.0,guest,10.0,0,Fox News,Hannity,2017-04-10
14,HANNITY," All right, pretty scary. A lot going on in the world. Jennifer, thank you, as always.  And joining us now with reaction, author of the best-selling book, ""Treason,"" former speaker of the House, FOX News contributor Newt Gingrich.  All right, Mr. Speaker, so how does Donald Trump now respond to the saber- rattling, Rouhani saying this is their red line in Iran and Russia now actually going as far as to say that -- and warning President Trump if he hits Syria again, that this -- where -- we are one step away from war. What should the response be from the Trump administration?",1,581.0,107.0,host,11.0,0,Fox News,Hannity,2017-04-10
15,"NEWT GINGRICH, R-FMR. HOUSE SPEAKER, FOX NEWS CONTRIBUTOR"," Well, I think the response is pretty straightforward. If this happens again, we're going to hit them again. If you want to get in the way, then get in the way. But if you look at any correlation of forces in the area, the Russians can't possibly sustain their naval power and their air power in Syria and in the eastern Mediterranean area against the United States. It would be an absurdity, and Putin would end up being humiliated. Now, he could then escalate above that, but you know, we went through the entire cold war with saber-rattling but not firing on each other. And I don't think they're going to fire on us now.  The fact is, we have crossed the line. The president crossed this line. We are not going to tolerate Assad continuing to use chemical weapons. If Assad doesn't use chemical weapons, my guess is everything will calm down. If he does use chemical weapons, I think we're going to hit him again. And if the Russians get in the way, they're just going to get hit as part of the process.  As for the Iranians, they are listed every single year by the State Department as the leading sponsor of terrorism in the world. So what's new? They say ""Death to America."" They mean ""Death to America."" You know, at some point down the road, they may try to do something. But again, they would run a much bigger risk of massive American retaliation than their capacity to inflict harm on us.",1,1400.0,260.0,guest,12.0,0,Fox News,Hannity,2017-04-10
16,HANNITY," All right, let me move then to a more unstable leader in the case of North Korea. And I mean, really unstable, as we've reported in the past. But that instability means he's unpredictable in some sense. So with America now showing some use of force, China now showing some involvement in the region, what do you suspect is going on there? And will the leader of North Korea, Kim Jong-un -- is he going to do anything that we need to respond to?",1,445.0,85.0,host,13.0,0,Fox News,Hannity,2017-04-10
17,GINGRICH," Well, first of all, remember the last report. If we have a Trident submarine somewhere in the western Pacific, that has probably at least 48 nuclear weapons on it. So the capacity to eliminate North Korea is pretty real. That would be horrible, and it's certainly not something we want to do or are going to do, but in terms of a real deterrent, that submarine is a much bigger deterrent than the aircraft carrier.  What the aircraft carrier does is it signals visibly to all of our allies in the region who see it on TV and it says, Hey, the United States is here. We're not backing down. We're not going to desert you. But if you look at Seoul, 25 million people, all of them living with range of North Korean artillery, you really don't want to end up in a situation where Kim Jong-un goes crazy. I think the Chinese are going to apply pressure to him. We're going to apply pressure to him. I think, frankly, the best result in both North Korea and in Syria is to somehow get the military to replace the dictator. In both cases, you'd have a more stable and more rational government. But this is very, very risky stuff because the world really is risky.",1,1157.0,218.0,guest,14.0,0,Fox News,Hannity,2017-04-10
18,HANNITY," Well, the world is an evil place and we have evil dictators. But it seems to be a Damascus, a Tehran problem, a Moscow problem. And then separate and apart, we have North Korea. All right, we had been assured by John Kerry, then secretary of state -- we had assurances from the president, assurances from Susan Rice that there were no more chemical weapons, and that Barack Obama's red line in the sand made them get rid of all of them. Didn't happen. Here's what they said.",1,475.0,89.0,host,15.0,0,Fox News,Hannity,2017-04-10
19,,(BEGIN VIDEO CLIPS),1,,,,,0,Fox News,Hannity,2017-04-10
20,"SUSAN RICE, THEN-NATIONAL SECURITY ADVISER, ""MORNING EDITION""/NPR, JAN. 16", We were able to find a solution that actually removed the chemical weapons that were known from Syria in a way that the use of force would never have accomplish.,1,162.0,31.0,guest,16.0,1,Fox News,Hannity,2017-04-10
21,"JOHN KERRY, THEN-SECRETARY OF STATE, ""MEET THE PRESS""/NBC, JULY 20, 2014"," Russia has been constructive in helping to remove 100 percent of the declared chemical weapons from Syria. In fact, that was an agreement we made months ago, and it never faltered even during these moments of conflict.",1,219.0,38.0,guest,17.0,1,Fox News,Hannity,2017-04-10
22,"BARACK OBAMA, THEN-PRESIDENT, MAY 15, 2015"," People may criticize us for not having, you know, launched missiles against Assad after chemical weapons had been used, but keep in mind why we didn't. We didn't because they got rid of the chemical weapons. And that, in fact, was very important.",1,247.0,44.0,guest,18.0,1,Fox News,Hannity,2017-04-10
23,,(END VIDEO CLIPS),1,,,,,1,Fox News,Hannity,2017-04-10
24,HANNITY," No, they never got rid of the chemical weapons. And he never did anything about his red line. And Russia was supposed to be a part of that, correct, Mr. Speaker? And what if they're as wrong about Iran and the Iranian nuclear deal?",1,232.0,45.0,host,19.0,0,Fox News,Hannity,2017-04-10
25,GINGRICH," Well, let me -- let me start and distinguish the two. I think Secretary Tillerson did a great job the other day in saying, Look, either the Russians were duped and are incompetent, or the Russians were complicit. Now, I'd I love the conversation in Moscow, where he asked them, you know, Were you duped because you're incompetent, or in fact, were you were complicit here? There's not a third answer here.  But the three people you described -- you know, there's an essay that's on Google -- people who are watching us can go and pull it up -- by Nasim Taleb (ph), who wrote ""The Black Swan."" It's called ""Intellectual yet idiot."" That portrait that you just painted, those three people -- I have never seen a clearer statement of intellectuals yet idiots. These people had big words. They went to fancy schools. They supposedly knew a lot. They're very articulate. They are totally out of touch with reality, and you now have such vivid proof.  Of course the Iranian deal is bad. These folks -- none of these people are in any way in touch with the real world. They live in a fantasy world and they're surrounded by a news media which protects them and Hollywood stars who protect them and people who make a living playing out lay fantasies on the screen get with them and tell them how wonderful they are for their political fantasies. And then they go see fantasy professors who tell them how terrific their policies are.  This stuff is all a perfect example of what Taleb meant when he wrote ""Intellectual yet idiot,"" which I recommend highly to our entire audience.",1,1571.0,285.0,guest,20.0,0,Fox News,Hannity,2017-04-10
26,HANNITY," All right, stay there, Mr. Speaker. We'll have more with Newt Gingrich right after this break.  And coming up today, Judge Neil Gorsuch was officially sworn in as an associate justice of the United States Supreme Court, another promise kept by President Trump. Newt Gingrich will respond to that.  And also tonight...",1,318.0,55.0,host,21.0,0,Fox News,Hannity,2017-04-10
27,,(BEGIN VIDEO CLIP),1,,,,,0,Fox News,Hannity,2017-04-10
28,RICE, We were able to find a solution that actually removed the chemical weapons that were known from Syria in a way that the use of force would have never accomplished.,1,164.0,31.0,guest,22.0,1,Fox News,Hannity,2017-04-10
29,,(END VIDEO CLIP),1,,,,,1,Fox News,Hannity,2017-04-10
30,HANNITY, Four Pinocchios for Susan Rice. She also lied about Bowe Bergdahl. She also lied about Benghazi. And she lied about knowing nothing as it relates to surveillance and unmasking. We'll get reaction to that from Colonel Oliver North on this busy news night.,1,255.0,44.0,host,23.0,0,Fox News,Hannity,2017-04-10
31,,(COMMERCIAL BREAK),1,,,,,0,Fox News,Hannity,2017-04-10
32,HANNITY," And welcome back to ""Hannity."" So despite unrelenting criticism and attacks from the alt-radical left and their allies in the destroy Trump media and despite the nonstop spreading of fake, bizarre news conspiracy theories, despite unprecedented Democratic obstruction and infighting from congressional Republicans, President Donald Trump is on track, is keeping promises that he made to you, the American people.  That's something they're not telling you, but that's tonight's ""Opening Monologue."" All right, so lost in the left's extreme and ruthless opposition to President Trump is the fact that he's been very busy keeping his promises and checking off items on his agenda one by one. Today was no different from what we've been seeing with the president fulfilling yet another major campaign vow and overseeing Judge Neil Gorsuch's appoint men to the U.S. Supreme Court. Now, here's the president and what he said earlier today during a ceremony in the Rose Garden. Take a look.",2,984.0,158.0,host,24.0,0,Fox News,Hannity,2017-04-10
33,,(BEGIN VIDEO CLIP),2,,,,,0,Fox News,Hannity,2017-04-10
34,PRESIDENT DONALD TRUMP," Over the past two months, the American people have gotten to know, respect and truly admire our newest member of the United States Supreme Court. In Justice Gorsuch, they see a man of great and unquestioned integrity. They see a man of unmatched qualifications. And most of all, and most importantly, they see a man who is deeply faithful to the Constitution of the United States.",2,381.0,67.0,guest,25.0,1,Fox News,Hannity,2017-04-10
35,,(END VIDEO CLIP),2,,,,,1,Fox News,Hannity,2017-04-10
36,HANNITY," President Trump kept his word, he put an originalist on the U.S. Supreme Court to replace Justice Antonin Scalia. Now, what the mainstream media will not tell you and what Trump's will never admit, that this is just one of the presidents many accomplishments. Let's take a look at the list. Now, the president is busy brining back jobs, making phone calls to companies day and night. He's gutting Obama-era regulations, and the president has said he could eliminate up to 75 percent of government rules and regulations. Bye-bye! Now, the president has also ended the war on coal by repealing red tape from the Obama administration.  He's reduced illegal immigration, border crossing has plummeted since he became president and took the oath of office.  Now, the White House is fighting back against sanctuary cities. The president is taking a tough stance against places that shield illegal immigrants.  He's drafted a plan to defeat ISIS.  The president has also imposed a five-year lobbying ban to drain the swamp.  The Trump administration sanctioned Iran over the missile program and put the rogue regime on notice.  He's responded to Syria's use of chemical weapons by approving a Tomahawk missile strike.  President Trump created a task force to reduce crimes. He signed executive orders to protect police officers. He signed executive orders to target drug cartels.  Now, while the president is enacting his agenda every single day, now, there's still plenty of work do and things to be done, but we'll put those things on the side of the screen.  Failing to repeal and replace ObamaCare, that was a big misstep. Republicans need to learn from their mistake here. Now, we've said repeatedly on this program the GOP leadership in Congress should have built consensus, they should've passed around the bill before they introduced it. And there is good news, though. The health care bill is not dead. Republicans are moving ahead on a massive tax reform plan.  But it is so critically important that they get all sides involved from the beginning behind closed doors, come up with plans to get bills that will pass. Now, the Republican leadership needs to come together, pass the president's budget so we can reduce spending, shrink government, rebuild the military, and get all of these things done so Americans get back to work. And there's the issue of the alt-left propaganda destroy Trump media, breathlessly, daily reporting on infighting in the White House and their staff. Now, who knows whether or not the press has blown that out of proportion like everything they cover, but the reality is, to me, it's irrelevant. Whoever President Trump wants to have around him, he's going to have around him. Their job, if you work for the president, is to put his agenda in place, serve him, serve the country, do your job.  But the bottom line is this. There are many people and factions that want to see this president fail. Now, he's right on the right track at this time, and all he has to do to succeed to be popular and to win over votes in the coming elections is to keep his promises to you, the American people. And the people that will help him do that are the ones that should be around him.  Joining us now with reaction, former speaker of the House Newt Gingrich. To me, it's simple. Keep your promises. He has a pretty long list in a fairly short period of time that he's checked off. I am disappointed that after eight years of saying ""repeal and replace,"" they didn't have a bill ready that had consensus. I think they'll get it done, but they made it harder than they should have.",2,3601.0,635.0,host,26.0,0,Fox News,Hannity,2017-04-10
37,GINGRICH," Sure. But let's put a couple of things here that you touched on. I think the swearing in of Justice Gorsuch today -- it's a huge victory for conservatism, big victory for the president. And if you think back to what the alternative would have been with Hillary Clinton, what an enormous difference. If you want a reminder of how big a difference the election made, imagine who she would've been swearing in and how radical that person would have been.  But second, let's be fair. Mitch McConnell really deserves a lot of credit. While the House Republicans were floundering, he very aggressively, very calmly said over and over again, Judge Gorsuch is going to become Justice Gorsuch. I will figure out a way to get this done. It is going to happen. He changed history. It was a very courageous thing to do. It was the right thing to do. So Mitch McConnell deserves I think a lot of credit for that.",2,900.0,165.0,guest,27.0,0,Fox News,Hannity,2017-04-10
38,HANNITY, I agree.,2,9.0,3.0,host,28.0,0,Fox News,Hannity,2017-04-10
39,GINGRICH," And President Trump deserve a lot of credit. And by the way, remember Judge Gorsuch was on the original list during the campaign when people wondered how conservative Trump would be. And working with the Federalist Society, he produced a remarkable list. And I think he might have two or three more justices on that list before his presidency is over.  So it was a big day for him. Also today, Toyota announced I think a billion-dollar-plus...",2,444.0,79.0,guest,29.0,0,Fox News,Hannity,2017-04-10
40,HANNITY, It's huge.,2,11.0,3.0,host,30.0,0,Fox News,Hannity,2017-04-10
41,GINGRICH," ... investment in the United States, another example of where Trump is beginning to make a real difference. So I do think you see some very positive things beginning to be developed...",2,185.0,33.0,guest,31.0,0,Fox News,Hannity,2017-04-10
42,HANNITY, What do you make of the palace intrigue?,2,41.0,9.0,host,32.0,0,Fox News,Hannity,2017-04-10
43,GINGRICH, ... in a way that I'm very encouraged by.,2,42.0,10.0,guest,33.0,0,Fox News,Hannity,2017-04-10
44,HANNITY," You know, that you've got a group of some people that are more liberal from New York, then you got the more conservative members that are surrounding the president, that there's a lot of infighting and battling for turf and territory, who ultimately impacts the president because my experience, having been around him and interviewing him a lot, is that he's not exactly somebody that is convinced easily that he's wrong. And I got to -- and so far, everything he's done has been part of his agenda and promise from the get-go.",2,528.0,94.0,host,34.0,0,Fox News,Hannity,2017-04-10
45,GINGRICH," Look, Washington reporters love gossip more than facts. They love covering, you know, insider junk more than covering history. But the fact is Donald J. Trump is going to be president, not some staff, not some cabal, not the, quote, ""New Yorkers.""  You know, For example, the Reince Priebus-Steve Bannon-Jared Kushner stories, they're way overblown. The fact is, all three of them are trying to execute the president's plan. They have the normal effort of any team trying to figure out different nuances. But it's not like the liberal group and the conservative group. You aren't going to last in the Trump White House unless the program you're executing is the Trump program. He is too smart. He has run too many organizations. Somebody who came in there and tried to manipulate him would last about 12 hours because...",2,821.0,141.0,guest,35.0,0,Fox News,Hannity,2017-04-10
46,HANNITY, By the way I...,2,16.0,5.0,host,36.0,0,Fox News,Hannity,2017-04-10
47,,(CROSSTALK),2,,,,,0,Fox News,Hannity,2017-04-10
48,HANNITY, How many people...,2,19.0,4.0,host,37.0,0,Fox News,Hannity,2017-04-10
49,GINGRICH, ... have been in conversations with him where you can't surround him and get him to do something. He just blows past it. He's too powerful a personality.,2,154.0,29.0,guest,38.0,0,Fox News,Hannity,2017-04-10
50,HANNITY," How many people tried to tell the president or candidate Trump not to tweet? He didn't listen to liberals around him, conservatives around him, family around him, he made up his own mind. That's the guy that I know.",2,216.0,40.0,host,39.0,0,Fox News,Hannity,2017-04-10
51,GINGRICH," Me, me, you...",2,15.0,4.0,guest,40.0,0,Fox News,Hannity,2017-04-10
52,,(CROSSTALK),2,,,,,0,Fox News,Hannity,2017-04-10
53,,(LAUGHTER),2,,,,,0,Fox News,Hannity,2017-04-10
54,HANNITY," By the way, in retrospect, I like that he tweets. In retrospect, I think it's good for him to tweet.",2,101.0,21.0,host,41.0,0,Fox News,Hannity,2017-04-10
55,GINGRICH," I do, too. ",2,12.0,5.0,guest,42.0,0,Fox News,Hannity,2017-04-10
56,HANNITY, So I think I was wrong.,2,24.0,7.0,host,43.0,0,Fox News,Hannity,2017-04-10
57,GINGRICH, I'd like 10 percent less would be 100 percent more.,2,52.0,11.0,guest,44.0,0,Fox News,Hannity,2017-04-10
58,HANNITY, OK.,2,,,,45.0,0,Fox News,Hannity,2017-04-10
59,GINGRICH, If it was the right 10 percent. But that's a great example. (INAUDIBLE) think about something deeper. Trump has been saying the same things for 30 years.,2,154.0,28.0,guest,46.0,0,Fox News,Hannity,2017-04-10
60,HANNITY, Good point.,2,12.0,3.0,host,47.0,0,Fox News,Hannity,2017-04-10
61,GINGRICH," You can go back and you can look at interviews with Oprah Winfrey and look at when he had the ""Time"" magazine cover in January of -- or February of 1989. I mean, this is a very mature person who's thought a long time about his country. He is a -- and remember, outside the White House, you've got people like Secretary Mattis or Secretary Tillerson, Secretary Perry, the longest-serving governor in Texas history. I mean, he has very strong personalities around him.  And he gets on the phone. You know, when he does something in Syria, he's talking to the Saudi king next. He just met with the Egyptian president.",2,615.0,113.0,guest,48.0,0,Fox News,Hannity,2017-04-10
62,HANNITY, Yes.,2,5.0,2.0,host,49.0,0,Fox News,Hannity,2017-04-10
63,GINGRICH, He just -- and who he talked to again today about the bombings this weekend. He met with the king of Jordan. I mean he's getting information from more sources than any president I can remember!,2,194.0,37.0,guest,50.0,0,Fox News,Hannity,2017-04-10
64,HANNITY, We...,2,6.0,2.0,host,51.0,0,Fox News,Hannity,2017-04-10
65,GINGRICH," And he does it very actively and very aggressively. And he learns very, very fast.",2,83.0,16.0,guest,52.0,0,Fox News,Hannity,2017-04-10
66,HANNITY," I think that's well said. All right, Mr. Speaker, always good to see you. Thanks for being with us. And coming up, The Washington Post gives former Obama national security adviser Susan Rice four Pinocchios for the massive lie that Syria got rid of its chemical weapons. We'll get reaction from Colonel Oliver North. And then later, despite allies praising President Trump's decision to launch air strikes in Syria, some on the left are peddling the most bizarre conspiracy theories that you've ever heard. We'll check in with Geraldo Rivera, Mercedes Schlapp straight ahead.",2,576.0,95.0,host,53.0,0,Fox News,Hannity,2017-04-10
67,,(COMMERCIAL BREAK),2,,,,,0,Fox News,Hannity,2017-04-10
68,"KELLY WRIGHT, FOX NEWS CORRESPONDENT"," Live from America's news headquarters, I'm Kelly Wright in New York. Here's what's happening.  A murder suicide at a San Bernardino school leaves three dead, including the gunman. Police say 53-year-old Cedric Anderson walked into the school opening fire on his wife Karen Smith. Two students were also shot before Anderson turned the gun on himself. An eight-year-old special needs student leader died at the hospital. Another nine-year-old remains in stable condition. Police did not believe the students were targeted.  Alabama has a new governor this evening. Kay Ivey was sworn in after the resignation of Robert Bentley. She becomes the state's second female governor. Bentley's resignation came after pleading guilty to two charges of violating state crime campaign finance laws. Bentley was charged on accusations he used state resources to hide an extramarital affair. He may have faced impeachment charges if he had stayed in office.  I'm Kelly Wright. ",3,964.0,155.0,guest,54.0,0,Fox News,Hannity,2017-04-10
69,,(BEGIN VIDEO CLIP),3,,,,,0,Fox News,Hannity,2017-04-10
70,RICE," We were able to find a solution that actually removed the chemical weapons that were known from Syria in a way that the use of force would never have accomplished.  I think the president stated the U.S. view, which is the use of chemical weapons is something we are not allowed to persist. And we didn't. We managed to accomplish that goal far more thoroughly than we could have by some limited strikes against chemical targets by getting the entirety of the declared stockpile removed. ",3,488.0,88.0,guest,55.0,1,Fox News,Hannity,2017-04-10
71,,(END VIDEO CLIP),3,,,,,1,Fox News,Hannity,2017-04-10
72,HANNITY," That was former Obama national security advisor Susan Rice claiming that Syria had gotten rid of all their chemical weapons way back in January because Obama drew that red line in the sand. Today, The Washington Post gave Rice four Pinocchios over that claim, and yesterday former deputy secretary of state Anthony J. Blinken who served with Rice in the Obama administration contradicted his former colleague, telling ""The New York Times,"" quote, ""We always knew we had not gotten rid of everything, that the Syrians had not been fully forthcoming in the declaration."" Well, then why did Obama and Rice and John Kerry say so?  Here with reaction, the host of ""War Stories,"" our friend, Lieutenant Colonel Oliver North. Colonel, OK, she liked about Bowe Bergdahl being, quote, ""serving with honor and distinction."" She lied on five Sunday shows about Benghazi. This was not preplanned or premeditated. It was spontaneous. They just happened to have mortars in their back pocket and RPGs in their back pocket, and then she lied about surveillance and unmasking. She lies with regularity, and she lied here. Now they are wrong. What if they wrong on Iran the same way? ",3,1167.0,198.0,host,56.0,0,Fox News,Hannity,2017-04-10
73,"LT. COL. OLIVER NORTH, FOX NEWS HOST"," They are wrong about Iran, by the way. Look, let me just get the telescope back just a little bit and take a look at what this president, President Trump inherited from the Obama administration in terms of national security and foreign policy. Whether it was the rolling disaster that still is ongoing in Libya, the phony red line in the sand after Assad used sarin gas the first time, or whether it's the hidden stores of sarin gas that turned up to be used again last week, or that were supposedly destroyed, the Russians were working with us on.  Or think about this in terms of an existential threat, the Iranian-North Korean nuke weapons ICBM joint venture that now has I think the world, correctly, concerned. And all of those have been lies from the previous administration, Sean. This is a pattern behavior. It goes well beyond just one woman. It goes to the heart of what the previous administration left for this president to deal with. And it's a very serious liability. ",3,983.0,177.0,guest,57.0,0,Fox News,Hannity,2017-04-10
74,HANNITY, I played it earlier. ,3,22.0,6.0,host,58.0,0,Fox News,Hannity,2017-04-10
75,NORTH," But it's bigger than Rice. And it went beyond Kerry. Look, Mrs. Clinton was the one who said when she was secretary of state, all we have to do is lend a little bit of help to these rebels in Libya and we will get rid of Gaddafi. How is that working out for you? Think about what this president has to deal with. And on top of it, all the other things that are happening around him, the difficulty he's having getting people confirmed for positions. I went back and I looked. By the time the Reagan administration had been in office 78 days, they had all but a handful of positions completely filled that required some kind of confirmation. The Congress of the United States, the Senate of the United States, just a minority of it, has been slow rolling this whole thing.  I am glad that Neil Gorsuch is going to be the justice of the Supreme Court. But there are dozens of positions that have to be filled that are important to the national security of this country. The prior administration is culpable, it's misfeasance at best, it's malfeasance at worst, and it ought to be called to account. ",3,1098.0,206.0,guest,59.0,0,Fox News,Hannity,2017-04-10
76,HANNITY," Well said. I can't even add to that. They just lie with regularity and they lied about chemical weapons in Syria. Colonel, good to see you. Safe home. ",3,152.0,30.0,host,60.0,0,Fox News,Hannity,2017-04-10
77,NORTH, Semper fi. ,3,12.0,4.0,guest,61.0,0,Fox News,Hannity,2017-04-10
78,HANNITY," And semper fi. Coming up, the left does its best to try and spin the Syrian air strikes by pushing the most insane, bizarre conspiracy theories. We will play them for you. We will get reactions from Geraldo Rivera, Mercedes Schlapp.  Also ISIS claiming responsibility for two horrific church suicide bombings killing dozens of Christians in Egypt. David Limbaugh in studio with reaction. And this video has gone viral. A passenger on a United Airlines flight, a doctor was forcibly removed from his seat because the plane is overbooked. Can't they figure out a better way to handle it than this? ",3,597.0,104.0,host,62.0,0,Fox News,Hannity,2017-04-10
79,,(COMMERCIAL BREAK),3,,,,,0,Fox News,Hannity,2017-04-10
80,HANNITY," Welcome back to ""Hannity."" So while America's allies are praising President Trump's decision to carry out air strikes on a Syrian air base, some on the alt-left, radical, destroy-Trump media are spinning this story way out of control, beyond conspiracy, beyond ""The Twilight Zone,"" off the charts nuts. Watch this. ",4,316.0,52.0,host,63.0,0,Fox News,Hannity,2017-04-10
81,,(BEGIN VIDEO CLIP),4,,,,,0,Fox News,Hannity,2017-04-10
82,"CHRIS MATTHEWS, MSNBC HOST, APRIL 6"," If there was a way for him to kill the narrative that he's in bed with Putin, it would be this. Take on Putin's warm, freshwater port, take on his ally, his satellite, his loyal ally Assad. And that would be a way of saying ""I never was in bed of these guys. I never planned any kind of coalition with this guy in Moscow."" ",4,324.0,67.0,guest,64.0,1,Fox News,Hannity,2017-04-10
83,"LAWRENCE O'DONNELL, MSNBC, APRIL 7"," It's perfect, just perfect. I wish it wasn't. If Vladimir Putin -- if, if, if Vladimir Putin masterminded the last week in Syria, he has gotten everything he could've asked for. ",4,179.0,33.0,guest,65.0,1,Fox News,Hannity,2017-04-10
84,,(END VIDEO CLIP),4,,,,,1,Fox News,Hannity,2017-04-10
