,speaker,text,segment,number_of_letters,number_of_words,speaker_type,speech_order,tape,network,show,show_date
190,WALLACE,"  Kim, I want to -- do you agree with that or --",4,48.0,13.0,host,156.0,0,Fox News,Fox News Sunday,2017-01-22
191,STRASSEL," So, here’s the thing. You go out and look in the country while the majority of people may not have voted for him, popular vote. What is widespread across the country is an incredible disgust with Washington and the inability to get things done. And I think that you --",4,269.0,51.0,guest,157.0,0,Fox News,Fox News Sunday,2017-01-22
192,ELLEITHEE, Agreed.,4,8.0,2.0,guest,158.0,0,Fox News,Fox News Sunday,2017-01-22
193,CAW," And also a sense, if I may, of -- of tremendous economic dislocation, that people are being left behind.",4,105.0,20.0,guest,159.0,0,Fox News,Fox News Sunday,2017-01-22
194,STRASSEL," Exactly. So in that regard, I do think his speech was speaking to more than just those who voted for him because that is a unifying theme out there. You talk to the Trump people, you talk to congressional Republicans, and what they are banking on is that you come in and you get some things done immediately, some big things that people can see, and that that is what is going to end up moving some people in his favor, more than words of unity in a is speech.",4,461.0,91.0,guest,160.0,0,Fox News,Fox News Sunday,2017-01-22
195,WALLACE,"  All right, we have to take a break here, panel, but when we come back, President Trump visits the CIA and says any talk of a feud is a media invention. We’ll discuss his relationship with the intelligence community and the press when we come right back.",4,255.0,48.0,host,161.0,0,Fox News,Fox News Sunday,2017-01-22
196,,(COMMERCIAL BREAK),4,,,,,0,Fox News,Fox News Sunday,2017-01-22
197,,(BEGIN VIDEO CLIP),5,,,,,0,Fox News,Fox News Sunday,2017-01-22
198,TRUMP," I get up this morning, I turn on one of the networks and they show an empty field. I said, wait a minute, I made a speech. I looked out. The field was -- it looked like a million, 1.5 million people. They showed a field where there was practically nobody standing there.",5,271.0,54.0,guest,162.0,1,Fox News,Fox News Sunday,2017-01-22
199,,(END VIDEO CLIP),5,,,,,1,Fox News,Fox News Sunday,2017-01-22
200,WALLACE,"  President Trump complaining about reports on the size of the crowd at his inauguration while speaking at the CIA in front of the memorial to officers who died while serving our country. And we’re back now with the panel. Well, Bret, you and I both covered the White House for years. And when White House press secretaries call special briefings, especially late in the afternoon, especially late in the afternoon on a Saturday afternoon, it's a big deal. It's a big personnel announcement. It's a big policy announcement. In your years covering, I can tell you not in mine, have you ever seen a White House press secretary coming in to excoriate the press for their reports on crowd size?",5,690.0,121.0,host,163.0,0,Fox News,Fox News Sunday,2017-01-22
201,BAIER," No. And yesterday we were, you know, preparing for some big announcement on policy or some -- something, but then it was this excoriating message from Sean Spicer. One thing is clear, if anybody doubts that he’s speaking on his own, and not on behalf of the president of the United States, that's not true. He's -- clearly was told to get out there and do this because of -- after the remarks by President Trump early on. I think it was unusual. It was very different. I talked to people in the Briefing Room. They were shocked. But people at home, they said -- the supporters said, this is exactly what we want. Break the china. Forget it. You know, how he deals with the press. This is the completion of the takeover of the Republican Party, and I don’t say hostile takeover because people want willingly, because of the actions of the Obama administration and Republicans. And part of that is dealing with the press, as shocking as Washington is going to have to come to grips with. But I’ll tell you, it was shocking yesterday.",5,1032.0,189.0,guest,164.0,0,Fox News,Fox News Sunday,2017-01-22
202,WALLACE,"  I was going to say, I wish that there had been a reverse shot showing the reporters in the Briefing Room, because my guess is their jaws would have dropped. It would have been a look of complete astonishment. Juan, you were also a White House reporter. You’ve sat in that briefing room. What did you make of it?",5,313.0,60.0,host,165.0,0,Fox News,Fox News Sunday,2017-01-22
203,WILLIAMS," Sean Spicer’s a good solider. I think just as Bret said, he was sent out there, I think much the way that he was sent out at one of the news conferences in New York to deal with the Russian allegations. But when I think back to press secretaries, from Larry Speakes, to Tony Snow, Dana Perino, John Earnest, Robert Gibbs, I've never seen anything like him. I mean that’s just -- I mean I’m just being straight with you guys. It suggested to me the question, where do you go from here? If that was the opening bid, if that's the way you feel, if the president is calling the press a bunch of dishonest human beings, and Spicer’s sent out to scream and performing in that manner, to say to the press, you have no cred -- if you -- I suspect this is about legitimacy. That they are very fearful and uptight about the idea that they are being delegitimized from day one.",5,867.0,167.0,guest,166.0,0,Fox News,Fox News Sunday,2017-01-22
204,WALLACE,"  Well, you heard that from Reince Priebus.",5,43.0,8.0,host,167.0,0,Fox News,Fox News Sunday,2017-01-22
205,WILLIAMS," Indeed, today on this show. But I think that this response is so out-of-the-box that it adds to questions about presidential behavior. Do they -- are they acting like a White House that we'd seen before? Well, if they want to say, it's unique, it's different, they’re breaking the china, fine, but they’re also hurting their standing, I think, not only with a press, but with the American people.",5,397.0,70.0,guest,168.0,0,Fox News,Fox News Sunday,2017-01-22
206,WALLACE,"  Well, there's another aspect to what happened yesterday that, to me, is even more troubling, and that is that the president said several things that just weren't true. First of all, at the CIA he said that all the reports of his rift with the intelligence community were a media invention. As I discussed with Reince Priebus, that’s not true. I mean he was the one who said it was disgraceful what the intelligence community did and compared it to Nazi Germany. And then through Spicer he said that this was the biggest audience ever to attend an inauguration. That’s also not true.",5,584.0,104.0,host,169.0,0,Fox News,Fox News Sunday,2017-01-22
207,ELLEITHEE," The president of the United States yesterday stood on hallowed ground, in front of a memorial wall of fallen CIA officers, and he looked at the American people and he lied. He lied more than once. He lied about something of substance, his relationship with the CIA and what he has said in the past, and he lied about the most trivial of things he possibly could lie about, crowd sizes at an inaugural. We talked about the Spicer pieces. There’s -- even more troubling than that, they shut down the National Park Service’s communications tool, its Twitter, because the national Park Service tweeted out the crowd size estimates. This should be of concern to everybody, not just to the press, but to everybody. If people already are feeling a lack of trust in our government, this is not going to make it better. This is a Nixonian (ph) politics in the Twitter area.",5,865.0,155.0,guest,170.0,0,Fox News,Fox News Sunday,2017-01-22
208,WALLACE,  Wow. Wow. Day two -- day three and we’re in Nixonian politics?,5,64.0,13.0,host,171.0,0,Fox News,Fox News Sunday,2017-01-22
209,ELLEITHEE," On day one, on the first full day. This should worry everybody.",5,64.0,13.0,guest,172.0,0,Fox News,Fox News Sunday,2017-01-22
210,WALLACE,"  Kim, is that over-the-top?",5,28.0,5.0,host,173.0,0,Fox News,Fox News Sunday,2017-01-22
211,STRASSEL," Here's what you have to understand though. Yes, people lack trust in institutions. And you want to know one of the major institutions they lack trust in? The media. So, you know, the president isn't going to stop this. He feels that there's no downside to this. This is a time-honored tradition, especially among Republican presidents, to talk about the media as a foil. And the media did itself no benefits in the run-up to the election. I mean I'm not saying everyone around this table accepted, obviously. But --",5,516.0,91.0,guest,174.0,0,Fox News,Fox News Sunday,2017-01-22
212,WALLACE,"  Well, not -- four of the five of us.",5,38.0,10.0,host,175.0,0,Fox News,Fox News Sunday,2017-01-22
213,STRASSEL," But, you know, all of the predictions of Donald Trump could not win, all of the stories, the day-to-day coverage some of the major newspapers and promotions of Hillary Clinton and against Donald Trump. And Donald Trump believes that, you know, if he goes to war with the media, and he likes to feud with people, who better than to feud with in the media because the public --",5,376.0,70.0,guest,176.0,0,Fox News,Fox News Sunday,2017-01-22
214,WALLACE,  But -- but do you agree with that? Do you really think he pays no price for what went on yesterday?,5,101.0,22.0,host,177.0,0,Fox News,Fox News Sunday,2017-01-22
215,STRASSEL," I don't know. I mean, again, you have to believe that the American public has more trust in the media than they do in the new president, and I'm not sure that's a clear cut bet.",5,178.0,37.0,guest,178.0,0,Fox News,Fox News Sunday,2017-01-22
216,BAIER," I will just say that in the campaign there was -- towards the end this thought, here comes the pivot, here's the pivot where he turns more presidential.",5,153.0,29.0,guest,179.0,0,Fox News,Fox News Sunday,2017-01-22
217,WALLACE,  Right.,5,8.0,2.0,host,180.0,0,Fox News,Fox News Sunday,2017-01-22
218,BAIER," And, you know, it -- it just didn’t -- can’t come. He -- he went to the teleprompter at the end. Then he gets to be president-elect and he says sometimes presidential is going to look different. I'm going to do presidential different. Well, if people are looking for it to be different, I don't think it's going to happen. The one issue is that when he goes on the rifts (ph), words do matter. And Eisenhower said, less is more, back in his day from the Oval Office. So it's not just the U.S. and his supporters who are looking at it, but there are countries around the world who are analyzing every word and what they mean.",5,625.0,120.0,guest,181.0,0,Fox News,Fox News Sunday,2017-01-22
219,WALLACE,"  And -- and, Juan, you know, I -- I wonder if -- whether President Trump -- far be it for me to tell him what to do or who’s right -- but I think that he thinks because he won that he didn't pay any price during the campaign. But you look back at some of the -- the moment when he got into the fight with a gold star family, when he went after the Mexican-American judge, he did pay a price. Yes, he ended up winning the election in the end, some would say because Hillary Clinton was a -- a -- a bad candidate, but you can't defy the laws of political gravity forever.",5,570.0,118.0,host,182.0,0,Fox News,Fox News Sunday,2017-01-22
220,WILLIAMS," No. And what’s intriguing to me is, traditionally, an inaugural speech really is sort of a unifying effort by the victor saying come together America, I am your president, I am your leader. In giving the speech that he gave and the behavior that he’s displayed and his press secretary displayed on the very first day, I think it is a defiance. I think it's first pumping. I think it’s very proud, OK, but there's no sense in which, oh, my gosh, look at all those protesters in the street. Oh, my gosh, I acknowledge that there are some issues here and I want to bring us together. I just don't see that. I mean, you know, we were talking about press secretaries earlier. I used to get calls from press secretaries, White House press secretaries, and they’d be like, why did that story leaked? You’re out of the loop. We’re not -- you know, very personal. The idea that you would stand and lecture the whole American press, no matter how badly they may think of us, Kim, we play an important role in American democracy, and you can't just throw the whole thing out. I just felt like, wow, what is going -- it made me concerned?",5,1127.0,210.0,guest,183.0,0,Fox News,Fox News Sunday,2017-01-22
221,WALLACE,  Fifteen seconds. Should he be concerned?,5,42.0,7.0,host,184.0,0,Fox News,Fox News Sunday,2017-01-22
222,STRASSEL," Look, I think that Donald Trump is not going to -- he’s comparing himself to his predecessor. It's not about unity, the words, it’s about his actions in the end.",5,162.0,31.0,guest,185.0,0,Fox News,Fox News Sunday,2017-01-22
223,WALLACE,  All right.,5,12.0,3.0,host,186.0,0,Fox News,Fox News Sunday,2017-01-22
224,BAIER, (INAUDIBLE) way to win.,5,24.0,5.0,guest,187.0,0,Fox News,Fox News Sunday,2017-01-22
225,WALLACE,"  Yes, we’re going to be talking about this for a while my guess is. Thank you, panel. See you all next Sunday. Up next, a look at the Trump inaugural from both supporters and opponents.",5,186.0,36.0,host,188.0,0,Fox News,Fox News Sunday,2017-01-22
226,,(COMMERCIAL BREAK),5,,,,,0,Fox News,Fox News Sunday,2017-01-22
227,WALLACE,"  The peaceful transition of power is one of the treasures of our nation. But while things went smoothly on the inaugural platform, there was plenty of dissent in the streets. Here’s a look back at a remarkable weekend in Washington.",6,233.0,41.0,host,189.0,0,Fox News,Fox News Sunday,2017-01-22
228,,(BEGIN VIDEOTAPE),6,,,,,0,Fox News,Fox News Sunday,2017-01-22
229,UNIDENTIFIED MALE," (INAUDIBLE) for the 45th president of the United States, Donald Trump. I salute you.",6,85.0,15.0,guest,190.0,1,Fox News,Fox News Sunday,2017-01-22
230,CROWD, (INAUDIBLE) off our streets (ph).,6,34.0,6.0,guest,191.0,1,Fox News,Fox News Sunday,2017-01-22
231,"BARACK OBAMA, FORMER U.S. PRESIDENT"," Mr. President-elect, how are you? Good to see you.",6,51.0,10.0,guest,192.0,1,Fox News,Fox News Sunday,2017-01-22
232,UNIDENTIFIED MALE," The president-elect of the United States, Donald John Trump.",6,61.0,10.0,guest,193.0,1,Fox News,Fox News Sunday,2017-01-22
233,"JUSTICE JOHN ROBERTS, SUPREME COURT", So help me God.,6,16.0,5.0,guest,194.0,1,Fox News,Fox News Sunday,2017-01-22
234,TRUMP, So help me God.,6,16.0,5.0,guest,195.0,1,Fox News,Fox News Sunday,2017-01-22
235,ROBERTS," Congratulations, Mr. President.",6,32.0,4.0,guest,196.0,1,Fox News,Fox News Sunday,2017-01-22
236,TRUMP," The oath of office I take today is an oath of allegiance to all Americans. Very, very honored when I heard that President Bill Clinton and Secretary Hillary Clinton was coming today. This is for General Mattis.",6,211.0,38.0,guest,197.0,1,Fox News,Fox News Sunday,2017-01-22
237,UNIDENTIFIED FEMALE," President Trump, I did not vote for you! And I want to be able to support you. But first, I ask that you support me.",6,117.0,26.0,guest,198.0,1,Fox News,Fox News Sunday,2017-01-22
238,TRUMP, There's nobody I respect more. You’re going to do a fantastic job. And we’re going to start winning again. And you’re going to be leading the charge.,6,150.0,28.0,guest,199.0,1,Fox News,Fox News Sunday,2017-01-22
239,,(END VIDEOTAPE),6,,,,,1,Fox News,Fox News Sunday,2017-01-22
240,WALLACE,"  And all that on the first weekend of the Trump era. And that's it for today. Have a great week and we’ll see you next ""Fox News Sunday.""",6,138.0,29.0,host,200.0,0,Fox News,Fox News Sunday,2017-01-22
0,"CHRIS WALLACE, FOX NEWS ANCHOR",  I’m Chris Wallace.   Inauguration week is here.  As President-elect Trump deals with an unverified dossier linking him to the Kremlin.  ,1,138.0,23.0,host,1.0,0,Fox News,Fox News Sunday,2017-01-15
1,,(BEGIN VIDEOTAPE),1,,,,,0,Fox News,Fox News Sunday,2017-01-15
2,"DONALD TRUMP, R-PRESIDENT-ELECT","  I think it's a disgrace, and that’s something that Germany would have done and did do.  ",1,90.0,18.0,guest,2.0,1,Fox News,Fox News Sunday,2017-01-15
3,WALLACE,"  We’ll discuss Mr. Trump's testy relationship with the intelligence community when we sit down with Vice President-elect Mike Pence just five days before he is sworn into office.   And we’ll find out why the nation's spy chiefs briefed Mr. Trump on the Russian rumors in an exclusive interview with CIA Director John Brennan.  We’ll also ask him about the hot spots the Trump team faces, from ISIS to China.  John Brennan, only on ""Fox News Sunday"". Plus, the politics of why Hillary Clinton didn't win the election are still playing out.  ",1,541.0,94.0,host,3.0,1,Fox News,Fox News Sunday,2017-01-15
4,"REP. NANCY PELOSI, D-CALI., HOUSE MINORITY LEADER",  The American people are owed the truth.  ,1,43.0,9.0,guest,4.0,1,Fox News,Fox News Sunday,2017-01-15
5,WALLACE,"  We’ll ask our Sunday panel about the Justice Department inspector general investigating FBI Director James Comey for possible misconduct.   And our power player of the week, the head of the presidential inaugural committee on pulling off this week’s big event.  ",1,264.0,43.0,host,5.0,1,Fox News,Fox News Sunday,2017-01-15
6,"TOM BARRACK, HEAD OF PRESIDENTIAL INAUGURAL COMMITTEE",  It’s quite (INAUDIBLE) putting on the Olympics in 60 days.  ,1,62.0,12.0,guest,6.0,1,Fox News,Fox News Sunday,2017-01-15
7,WALLACE,"  All, right now, on ""Fox News Sunday.""",1,39.0,8.0,host,7.0,1,Fox News,Fox News Sunday,2017-01-15
8,,(END VIDEOTAPE),1,,,,,1,Fox News,Fox News Sunday,2017-01-15
9,WALLACE,"  And hello again from Fox News in Washington.   Donald Trump takes the oath of office in just five days, but on the brink of his presidency, questions about Russia's involvement in the election won't go away.  Today, we want to discuss that and of the agenda with the man who will be sworn in next Friday as vice president.   We are honored to be joined here in studio by Mike Pence.   Mr. Vice President-elect, welcome back to his ""Fox News Sunday"".""",1,452.0,85.0,host,8.0,0,Fox News,Fox News Sunday,2017-01-15
10,"MIKE PENCE, VICE PRESIDENT-ELECT","  Thanks, Chris.  It's good to be here.  It’s an exciting week.  ",1,65.0,13.0,guest,9.0,0,Fox News,Fox News Sunday,2017-01-15
11,WALLACE,"  Democratic Congressman John Lewis, one of the icons of the civil rights movements, says that he is not going to attend the inauguration, and he has explained why.  Here he is.",1,177.0,32.0,host,10.0,0,Fox News,Fox News Sunday,2017-01-15
12,,(BEGIN VIDEO CLIP),1,,,,,0,Fox News,Fox News Sunday,2017-01-15
13,"REP. JOHN LEWIS, D-GEORGIA",  I don't see this president-elect as a legitimate president.  ,1,63.0,11.0,guest,11.0,1,Fox News,Fox News Sunday,2017-01-15
14,,(END VIDEO CLIP),1,,,,,1,Fox News,Fox News Sunday,2017-01-15
15,WALLACE,  What's your reaction to Congressman Lewis?  ,1,46.0,8.0,host,12.0,0,Fox News,Fox News Sunday,2017-01-15
16,PENCE,"  Donald Trump won this election fair and square, thirty of 50 states, more counties than any Republican since Ronald Reagan, and the American people know that.  And, while I have great respect for John Lewis, and for his contributions, particularly with the civil rights movement.   I was deeply disappointed to see someone of his stature question the legitimacy of Donald Trump's election as president and say he's not attending the inauguration, and I hope he reconsiders both positions.  You know, we'd even had recounts in this election where the numbers for the president-elect had actually gone up.  There's no question about the legitimacy of this election, and for John Lewis to make those statements is deeply disappointing.   This is also -- it's disappointing, too, because I truly do believe this is a time when the American people should be celebrating the peaceful transition of power.  That's what this week is really all about, Chris, and to know that four living presidents will be on the stage acknowledging that peaceful transition of power, the world will be watching, will hear the first remarks that Donald will make as president of the United States in his inaugural address.   I just -- I hope that John Lewis, and some others who have joined his plans to take a pass on the inauguration, will rethink that, will be with us and will celebrate this extraordinary moment in the life of our nation and the life of democracy.  ",1,1448.0,248.0,guest,13.0,0,Fox News,Fox News Sunday,2017-01-15
17,WALLACE,"  I like to ask you as well -- you talked about Lewis’ comments about Mr. Trump.  But also, I’d also like to ask about Mr. Trump's comments about Mr. Lewis.  I want to put up this tweet, because in response, the president-elect called John Lewis ""all talk, talk, talk, no action.""   Can he really say that about the man who got his head cracked open walking across the Pettus Bridge in Selma, Alabama, on Bloody Sunday, ""all talk, no action""?  ",1,444.0,83.0,host,14.0,0,Fox News,Fox News Sunday,2017-01-15
18,PENCE,  Well --  ,1,11.0,4.0,guest,15.0,0,Fox News,Fox News Sunday,2017-01-15
19,WALLACE,  Do you think that's appropriate?  ,1,36.0,7.0,host,16.0,0,Fox News,Fox News Sunday,2017-01-15
20,PENCE,"  I think -- I think Donald Trump has the right to defend himself.  When someone of John Lewis' stature, someone who is not only an icon in the civil rights movement, but also someone who by virtue of his sacrifice on that day that we know as Bloody Sunday, he crossed the Edmund Pettus Bridge and he suffered that abuse and it was -- it was true that that the voting rights -- for someone to use his stature to use terms like this is not a legitimate president, it’s just -- it's just deeply disappointing to me, and I hope he reconsiders it. But what Donald Trump was talking about their was literally generations of failed policies coming out of Washington, D.C., that have failed to many families and too many cities across this country.  I will tell you, Donald Trump is a man who is profoundly impatient with failure.  And you saw in the campaign, he went to major cities in this country and said we are going to bring safety to our streets.  We’re going to bring school choice to our children.  We’re going to bring jobs and opportunities to our cities.   You remember that great line ""what the heck do you have to lose?""  He’s committed to being president of all the people in this country and to bring new jobs and prosperity in ways that the failed liberal policies of the last several generations have not.  ",1,1319.0,244.0,guest,17.0,0,Fox News,Fox News Sunday,2017-01-15
21,WALLACE,"  Let me pick up on another controversy this week, because Mr. Trump has been going after the intelligence community, especially after they briefed him, and it became a public that they had briefed him both as unverified oppo research that the Kremlin allegedly put together on him.  On Friday, Mr. Trump sent these tweets, ""Probably released by ‘intelligence’,"" intelligence in quotes, ""even knowing there is no proof, and never will be."" Does the president-elect really believe that the intelligence community is trying to undercut him and does he stand by his comparison of those tactics to Nazi Germany?  ",1,609.0,100.0,host,18.0,0,Fox News,Fox News Sunday,2017-01-15
22,PENCE,"  Well, I think -- and obviously, the briefing that the president-elect and I received a week ago was a classified briefing and I can't comment on anything that happened there.  ",1,178.0,32.0,guest,19.0,0,Fox News,Fox News Sunday,2017-01-15
23,WALLACE,"  Well, the intelligence community has --",1,41.0,7.0,host,20.0,0,Fox News,Fox News Sunday,2017-01-15
24,PENCE,  I never will.  But --,1,23.0,6.0,guest,21.0,0,Fox News,Fox News Sunday,2017-01-15
25,WALLACE,  They have verified that they did brief him on this oppo research.  ,1,69.0,14.0,host,22.0,0,Fox News,Fox News Sunday,2017-01-15
26,PENCE,"  But the very fact that a few organizations, not this one, trafficked in opposition research and this salacious garbage I think was deeply troubling to millions of Americans, and from --",1,187.0,32.0,guest,23.0,0,Fox News,Fox News Sunday,2017-01-15
27,WALLACE,  What about the intelligence community?  ,1,42.0,7.0,host,24.0,0,Fox News,Fox News Sunday,2017-01-15
28,PENCE,"  -- from whatever the source, and we don't know what the source was that put this into the traffic.  I know that the Director of National Intelligence said that it had been -- this information had been his floating around for months.   It -- I think the president-elect and I, it was an act of your responsibility by a handful of news organizations to actually traffic in and pay attention to these materials.  And again, I think the American people saw for what it was, and our focus is going forward.  When you see the team that the president-elect has assembled in the course of this transition, particularly when it comes to national security, in General Mattis and in Senator Dan Coats, and in Mike Pompeo, you're going to see an effort to reinvigorate our national security, national intelligence, and the president is going to see to that from day one.  ",1,862.0,154.0,guest,25.0,0,Fox News,Fox News Sunday,2017-01-15
29,WALLACE,"  Let's talk about policy going forward, because the president-elect's seemed to suggest in an interview this weekend with The Wall Street Journal that he might dramatically change relations with Russia, and in fact lift sanctions against Russia if they begin to cooperate with us on ISIS and other areas.  I want to put a quote from that interview.   Mr. Trump said, ""If you get along and if Russia is really helping us, why would anybody have sanctions if somebody’s doing some really great things?"" How quickly might he end sanctions on Russia?  ",1,549.0,95.0,host,26.0,0,Fox News,Fox News Sunday,2017-01-15
30,PENCE,"  I think -- I think the president-elect has made it very clear that we have a terrible relationship with Russia right now, and that's not all our own doing, but it really is a failure of American diplomacy in successive administrations.  And what the president-elect is determined to do is explore the possibility of better relations.  We have a common enemy in ISIS, the ability to work with Russia to confront, hunt down, and destroy ISIS at its source represents an enormously important priority of this incoming administration. But I think what the American people like about Donald Trump is he someone who can sit down, roll the sleeves up, and make a deal.  And I think what you're hearing in his reflections, whether it’d be with Russia, whether it’d be with China, whether it’d be with other countries in the world is that we are going to reengage.  We are going to put America first.  We’re going to put America’s interest first.  But we’re going to reengage in a way that advances America’s interest in the world and advances peace.  ",1,1045.0,183.0,guest,27.0,0,Fox News,Fox News Sunday,2017-01-15
31,WALLACE,"  I want to ask you about two very specific questions briefly so we can move on to domestic policy.  We now know that the Trump’s national security advisor, Mike Flynn, had several conversations with the Russian ambassador, Kislyak, just at the time that President Obama was announcing new sanctions to the hacking of the U.S. election against Russia.   Number one: did Mike Flynn ever discuss lifting sanctions in any of those conversations?  Do you know?  ",1,458.0,78.0,host,28.0,0,Fox News,Fox News Sunday,2017-01-15
32,PENCE,"  I talked to General Flynn yesterday, and the conversations that took place at that time were not in any way related to the new U.S. sanctions against Russia or the expulsion of diplomats.  ",1,191.0,35.0,guest,29.0,0,Fox News,Fox News Sunday,2017-01-15
33,WALLACE,"  All right.   Second question: can you flatly deny -- because this continues to be out there -- that there were any contact at any point in the campaign between Mr. Trump's associates and Russian operatives, including cutouts, as we know, about the hacking of the Democrats during the election?",1,295.0,51.0,host,30.0,0,Fox News,Fox News Sunday,2017-01-15
34,PENCE,"  This -- you know, some of this derives from this opposition research memo, I guess, Chris, that made its way around the Internet.  There was about 24 hours were Michael Cohen, who has worked in the Trump Organization for many years, was accused for having a meeting in Prague, and finally, some news organizations did a little checking and found out that it was a different Michael Cohen.  And Michael himself has never actually been to Prague.  ",1,448.0,79.0,guest,31.0,0,Fox News,Fox News Sunday,2017-01-15
35,WALLACE,  But I do want to ask you a question.,1,38.0,10.0,host,32.0,0,Fox News,Fox News Sunday,2017-01-15
36,PENCE,  He was at a baseball game with his son in August of last year.  So --  ,1,73.0,18.0,guest,33.0,0,Fox News,Fox News Sunday,2017-01-15
37,WALLACE,"  I understand that.  But there’s been other talk, and in fact, if I may, senators specifically asked FBI Director Comey about that.  He refused to answer.   So, I’m asking a direct question: was there any contact in any way between Trump or his associates and the Kremlin or cutouts they had?  ",1,295.0,54.0,host,34.0,0,Fox News,Fox News Sunday,2017-01-15
38,PENCE,"  I joined this campaign in the summer, and I can tell you that all the contact by the Trump campaign and associates was with the American people.  We were fully engaged with taking his message to make America great again all across this country.  That’s why he won in a landslide election.",1,290.0,53.0,guest,35.0,0,Fox News,Fox News Sunday,2017-01-15
39,,(CROSSTALK),1,,,,,0,Fox News,Fox News Sunday,2017-01-15
40,WALLACE,"  -- if there were any contacts, sir, I’m just trying to get an answer.  ",1,73.0,16.0,host,36.0,0,Fox News,Fox News Sunday,2017-01-15
41,PENCE,"  Yes.  I -- of course not.  Why would there be any contacts between the campaign? Chris, the -- this is all a distraction, and it's all part of a narrative to delegitimize the election and to question the legitimacy of this presidency, the American people see right through it.",1,278.0,50.0,guest,37.0,0,Fox News,Fox News Sunday,2017-01-15
42,WALLACE,  OK.,1,,,,38.0,0,Fox News,Fox News Sunday,2017-01-15
43,PENCE,"  And truthfully, this is a week -- you know, I just sat on with our transition team in Washington yesterday, we have -- we've named 20 out of 21 of our candidate officials, probably have all of them named before we get to inauguration day.  The caliber and character of men and women that the president-elect has assembled, the hundreds and hundreds of interviews and conversations he himself has had, I think should be deeply inspiring to millions of Americans.  And they know when he raises his right hand on that inaugural platform this coming Friday, that he is going to be ready on day one to keep his promises to the American people to turn this country around.  ",1,670.0,121.0,guest,39.0,0,Fox News,Fox News Sunday,2017-01-15
44,,(CROSSTALK),1,,,,,0,Fox News,Fox News Sunday,2017-01-15
45,WALLACE,"  But let me ask you about this.  We’ve got about three minutes and I’m going to ask you three questions.  So, let's try to get them all in, OK?",1,144.0,30.0,host,40.0,0,Fox News,Fox News Sunday,2017-01-15
46,PENCE,  OK.,1,,,,41.0,0,Fox News,Fox News Sunday,2017-01-15
47,WALLACE,  In a lightning round.   Obamacare.  ,1,38.0,8.0,host,42.0,0,Fox News,Fox News Sunday,2017-01-15
48,PENCE,  Yes.,1,6.0,2.0,guest,43.0,0,Fox News,Fox News Sunday,2017-01-15
49,WALLACE,  The president-elect he wants to see repeal and replace basically at the same time.  Here he is in his press conference.  ,1,123.0,23.0,host,44.0,0,Fox News,Fox News Sunday,2017-01-15
50,,(BEGIN VIDEO CLIP),1,,,,,0,Fox News,Fox News Sunday,2017-01-15
51,TRUMP,"  It will be repealed and replaced.  It will be essentially simultaneously.  It will be various segments, you understand, but will most likely be on the same day or the same week.  ",1,181.0,33.0,guest,45.0,1,Fox News,Fox News Sunday,2017-01-15
52,,(END VIDEO CLIP),1,,,,,1,Fox News,Fox News Sunday,2017-01-15
53,WALLACE,"  I don't have to tell you that replacing is a lot more complicated than repealed, especially how do you pay for some of the provisions of Obamacare you want to keep, like the pre-existing conditions?  Can you really do the really two at the same time, and when will that be?  How quickly?  ",1,291.0,55.0,host,46.0,0,Fox News,Fox News Sunday,2017-01-15
54,PENCE,  The short answer is yes.  We can do it at the same time.,1,58.0,14.0,guest,47.0,0,Fox News,Fox News Sunday,2017-01-15
55,WALLACE,  Repeal and replace?,1,21.0,4.0,host,48.0,0,Fox News,Fox News Sunday,2017-01-15
56,PENCE,  The president-elect made it very clear to leaders in the Congress this week that he wanted to do both at the same time.  And we’re very grateful the House and Senate moved resolutions this week to begin the process of repealing ObamaCare.  ,1,242.0,44.0,guest,49.0,0,Fox News,Fox News Sunday,2017-01-15
57,WALLACE,"  So, realistically, when could you do that, sir?  ",1,51.0,10.0,host,50.0,0,Fox News,Fox News Sunday,2017-01-15
58,PENCE,"  Lifting the enormous burden -- you are seeing an incredible increase in premiums on Americans.  ObamaCare has failed.  We are going to repeal it. But at the same time, we’re going to pass the kind of legislation that will lower the cost of health encourage without growing the size of debt.  I would anticipate in the first 100 days that we’ll deliver on that promise for the American people.  ",1,396.0,71.0,guest,51.0,0,Fox News,Fox News Sunday,2017-01-15
59,WALLACE,  Does Mr. Trump still have confidence in FBI director -- did he ever have confidence in FBI Director James Comey?  ,1,116.0,22.0,host,52.0,0,Fox News,Fox News Sunday,2017-01-15
60,PENCE,"  Well, you will have to ask him about that.  I know it's been the subject of some commentary this week. But, you know, at the end of the day, I know that whether it's our security at home or abroad, the president-elect is going to put the safety and security of the American people first in every decision.  ",1,309.0,60.0,guest,53.0,0,Fox News,Fox News Sunday,2017-01-15
61,WALLACE,  You’re not willing to give him a vote of confidence at this point?  ,1,70.0,15.0,host,54.0,0,Fox News,Fox News Sunday,2017-01-15
62,PENCE,"  Well, you’d have to ask the president-elect.  I know they’ve had conversations.  And that will be a good question for him after January 20th, Chris.",1,150.0,26.0,guest,55.0,0,Fox News,Fox News Sunday,2017-01-15
63,WALLACE,"  And finally, one minute left -- central message, central theme that President Trump wants to advance in his inaugural address, the message he wants to send to the American people?  ",1,183.0,32.0,host,56.0,0,Fox News,Fox News Sunday,2017-01-15
